track.name,artist.name,grammy.year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,grammy.win
Arthur's Theme (Best That You Can Do),Various Artists,1982,0.526,0.515,9,-11.169,1,0.0389,0.169,0.000816,0.181,0.518,136.543,audio_features,5fnOrhQ4KgT5irGCjIccGH,spotify:track:5fnOrhQ4KgT5irGCjIccGH,https://api.spotify.com/v1/tracks/5fnOrhQ4KgT5irGCjIccGH,https://api.spotify.com/v1/audio-analysis/5fnOrhQ4KgT5irGCjIccGH,234493,4,0
Rosanna,TOTO,1983,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,audio_features,37BTh5g05cxBIRYMbw8g2T,spotify:track:37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/tracks/37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/audio-analysis/37BTh5g05cxBIRYMbw8g2T,331200,4,0
I.G.Y.,Donald Fagen,1983,0.834,0.559,8,-9.366,0,0.0603,0.614,0.00434,0.0839,0.874,119.422,audio_features,6bzwsAtj4TqaBysLDrGiO3,spotify:track:6bzwsAtj4TqaBysLDrGiO3,https://api.spotify.com/v1/tracks/6bzwsAtj4TqaBysLDrGiO3,https://api.spotify.com/v1/audio-analysis/6bzwsAtj4TqaBysLDrGiO3,363413,4,0
Eye of the Tiger,Survivor,1983,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,2HHtWyy5CgaQbC7XSoOb0e,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773,4,0
Ebony And Ivory - Remixed 2015,Paul McCartney,1983,0.567,0.692,4,-7.881,1,0.0379,0.0784,0,0.0338,0.708,160.697,audio_features,3fVSMbeq8tY3G85yxcJwRU,spotify:track:3fVSMbeq8tY3G85yxcJwRU,https://api.spotify.com/v1/tracks/3fVSMbeq8tY3G85yxcJwRU,https://api.spotify.com/v1/audio-analysis/3fVSMbeq8tY3G85yxcJwRU,226267,4,0
All Night Long (All Night),Lionel Richie,1984,0.717,0.62,1,-13.068,1,0.0381,0.0788,8.60E-05,0.029,0.801,108.824,audio_features,28uI9fFNHCelCuLS613SVi,spotify:track:28uI9fFNHCelCuLS613SVi,https://api.spotify.com/v1/tracks/28uI9fFNHCelCuLS613SVi,https://api.spotify.com/v1/audio-analysis/28uI9fFNHCelCuLS613SVi,385693,4,0
Beat It,Michael Jackson,1984,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,audio_features,3BovdzfaX4jb5KFQwoPfAw,spotify:track:3BovdzfaX4jb5KFQwoPfAw,https://api.spotify.com/v1/tracks/3BovdzfaX4jb5KFQwoPfAw,https://api.spotify.com/v1/audio-analysis/3BovdzfaX4jb5KFQwoPfAw,258400,4,0
Billie Jean,Michael Jackson,1984,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,audio_features,7J1uxwnxfQLu4APicE5Rnj,spotify:track:7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/tracks/7J1uxwnxfQLu4APicE5Rnj,https://api.spotify.com/v1/audio-analysis/7J1uxwnxfQLu4APicE5Rnj,294227,4,0
Maniac,Various Artists,1984,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04E-06,0.0415,0.835,158.86,audio_features,0QKfiqpEU4h9ycPSzIFwYe,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,244707,4,0
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,1985,0.58,0.498,1,-6.901,1,0.0277,0.198,0,0.132,0.111,116.271,audio_features,63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360,4,0
Hello,Lionel Richie,1985,0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,audio_features,0mHyWYXmmCB9iQyK18m3FQ,spotify:track:0mHyWYXmmCB9iQyK18m3FQ,https://api.spotify.com/v1/tracks/0mHyWYXmmCB9iQyK18m3FQ,https://api.spotify.com/v1/audio-analysis/0mHyWYXmmCB9iQyK18m3FQ,251107,4,0
I Just Called To Say I Love You,Stevie Wonder,1985,0.717,0.448,1,-13.425,1,0.026,0.216,0,0.0969,0.581,113.657,audio_features,0kVE2yBjTwnFqbsrXRKg5Y,spotify:track:0kVE2yBjTwnFqbsrXRKg5Y,https://api.spotify.com/v1/tracks/0kVE2yBjTwnFqbsrXRKg5Y,https://api.spotify.com/v1/audio-analysis/0kVE2yBjTwnFqbsrXRKg5Y,376293,4,0
Time After Time,Cyndi Lauper,1985,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34E-06,0.0824,0.294,130.388,audio_features,7o9uu2GDtVDr9nsR7ZRN73,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/tracks/7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/audio-analysis/7o9uu2GDtVDr9nsR7ZRN73,241333,4,0
Every Time You Go Away,Paul Young,1986,0.608,0.604,5,-12.285,1,0.0433,0.169,0.000133,0.106,0.673,164.254,audio_features,3ZI3sK9ZJB3LOiZtCs9l3p,spotify:track:3ZI3sK9ZJB3LOiZtCs9l3p,https://api.spotify.com/v1/tracks/3ZI3sK9ZJB3LOiZtCs9l3p,https://api.spotify.com/v1/audio-analysis/3ZI3sK9ZJB3LOiZtCs9l3p,324347,4,0
The Boys Of Summer,Don Henley,1986,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4,0
Money for Nothing,Dire Straits,1986,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400,4,0
I Want to Know What Love Is - 1999 Remaster,Foreigner,1986,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76E-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4,0
Graceland,Paul Simon,1987,0.732,0.705,9,-9.271,1,0.0349,0.626,0.00068,0.0813,0.848,117.925,audio_features,51KKQAgYFoJHgVIuJWHdHb,spotify:track:51KKQAgYFoJHgVIuJWHdHb,https://api.spotify.com/v1/tracks/51KKQAgYFoJHgVIuJWHdHb,https://api.spotify.com/v1/audio-analysis/51KKQAgYFoJHgVIuJWHdHb,291200,4,0
Sledgehammer - 2012 Remaster,Peter Gabriel,1987,0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319,audio_features,4AUS8KNz7zX8XFu9L38GT0,spotify:track:4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986,4,0
Addicted To Love,Robert Palmer,1987,0.702,0.578,2,-13.415,1,0.031,0.382,5.89E-06,0.0425,0.975,111.617,audio_features,5izGeTxueiFX1UPFGohY9w,spotify:track:5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/tracks/5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/audio-analysis/5izGeTxueiFX1UPFGohY9w,363640,4,0
Higher Love,Steve Winwood,1987,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,audio_features,4ZExvJvQXPEeYzGU0N3THi,spotify:track:4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/tracks/4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/audio-analysis/4ZExvJvQXPEeYzGU0N3THi,351507,4,0
Didn't We Almost Have It All,Whitney Houston,1988,0.54,0.49,10,-10.151,1,0.027,0.414,0.000896,0.142,0.336,130.992,audio_features,19wadMw1A8XejDV4p5wMt1,spotify:track:19wadMw1A8XejDV4p5wMt1,https://api.spotify.com/v1/tracks/19wadMw1A8XejDV4p5wMt1,https://api.spotify.com/v1/audio-analysis/19wadMw1A8XejDV4p5wMt1,305067,4,0
La Bamba,Los Lobos,1988,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,audio_features,0uMMLry3hzWGn3q3loqMkm,spotify:track:0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/tracks/0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/audio-analysis/0uMMLry3hzWGn3q3loqMkm,174187,4,0
Luka,Suzanne Vega,1988,0.63,0.697,6,-10.654,1,0.0311,0.189,0.000258,0.116,0.796,124.956,audio_features,5yMXAaSvxo12QkYU75Ixv0,spotify:track:5yMXAaSvxo12QkYU75Ixv0,https://api.spotify.com/v1/tracks/5yMXAaSvxo12QkYU75Ixv0,https://api.spotify.com/v1/audio-analysis/5yMXAaSvxo12QkYU75Ixv0,231933,4,0
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,1988,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,3MRQ3CSjoiV1HFil8ykM9M,spotify:track:3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/tracks/3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/audio-analysis/3MRQ3CSjoiV1HFil8ykM9M,277480,4,0
Giving You the Best That I Got (Single Version),Various Artists,1989,0.637,0.542,9,-8.173,1,0.0356,0.765,0,0.302,0.38,105.322,audio_features,4FKHWhLF2dyjcoSnGlktw4,spotify:track:4FKHWhLF2dyjcoSnGlktw4,https://api.spotify.com/v1/tracks/4FKHWhLF2dyjcoSnGlktw4,https://api.spotify.com/v1/audio-analysis/4FKHWhLF2dyjcoSnGlktw4,233973,4,0
Piano In The Dark,Brenda Russell,1989,0.729,0.316,0,-17.054,0,0.0248,0.403,8.55E-05,0.0998,0.432,99.729,audio_features,70RPjUR5l0jmBQndfNXP0z,spotify:track:70RPjUR5l0jmBQndfNXP0z,https://api.spotify.com/v1/tracks/70RPjUR5l0jmBQndfNXP0z,https://api.spotify.com/v1/audio-analysis/70RPjUR5l0jmBQndfNXP0z,320800,4,0
Be Still My Beating Heart,Sting,1989,0.659,0.468,7,-16.647,1,0.0395,0.266,0.000525,0.0427,0.505,101.422,audio_features,58me6gfG81fNG4v3dpRhh5,spotify:track:58me6gfG81fNG4v3dpRhh5,https://api.spotify.com/v1/tracks/58me6gfG81fNG4v3dpRhh5,https://api.spotify.com/v1/audio-analysis/58me6gfG81fNG4v3dpRhh5,334133,4,0
Fast Car,Tracy Chapman,1989,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4,0
Don't Know Much (with Aaron Neville),Linda Ronstadt,1990,0.401,0.285,11,-11.005,1,0.0327,0.657,1.13E-05,0.158,0.267,130.465,audio_features,5z3ZDMP02xF33yCvPFnct3,spotify:track:5z3ZDMP02xF33yCvPFnct3,https://api.spotify.com/v1/tracks/5z3ZDMP02xF33yCvPFnct3,https://api.spotify.com/v1/audio-analysis/5z3ZDMP02xF33yCvPFnct3,211973,4,0
The End Of The Innocence,Don Henley,1990,0.623,0.425,8,-13.045,1,0.0291,0.306,8.65E-05,0.108,0.392,116.593,audio_features,3NWcFiL6oCEagrFiTdDr1m,spotify:track:3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/tracks/3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/audio-analysis/3NWcFiL6oCEagrFiTdDr1m,315307,4,0
We Didn't Start the Fire,Billy Joel,1990,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,audio_features,3Cx4yrFaX8CeHwBMReOWXI,spotify:track:3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/tracks/3Cx4yrFaX8CeHwBMReOWXI,https://api.spotify.com/v1/audio-analysis/3Cx4yrFaX8CeHwBMReOWXI,287733,4,0
The Living Years,Mike & The Mechanics,1990,0.518,0.417,8,-13.268,1,0.0325,0.58,0,0.0722,0.311,97.63,audio_features,7tJnjRY2js0yXtNUWE4fgF,spotify:track:7tJnjRY2js0yXtNUWE4fgF,https://api.spotify.com/v1/tracks/7tJnjRY2js0yXtNUWE4fgF,https://api.spotify.com/v1/audio-analysis/7tJnjRY2js0yXtNUWE4fgF,330267,4,0
Another Day in Paradise - 2016 Remaster,Phil Collins,1991,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,audio_features,1NCuYqMc8hKMb4cpNTcJbD,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,https://api.spotify.com/v1/tracks/1NCuYqMc8hKMb4cpNTcJbD,https://api.spotify.com/v1/audio-analysis/1NCuYqMc8hKMb4cpNTcJbD,322133,4,0
Nothing Compares 2 U,Prince,1991,0.519,0.563,11,-5.04,1,0.0364,0.0952,7.02E-05,0.0895,0.345,124.02,audio_features,70Ukvwcp6LkgfRiuUhGV7l,spotify:track:70Ukvwcp6LkgfRiuUhGV7l,https://api.spotify.com/v1/tracks/70Ukvwcp6LkgfRiuUhGV7l,https://api.spotify.com/v1/audio-analysis/70Ukvwcp6LkgfRiuUhGV7l,280743,4,0
Hold On,Wilson Phillips,1991,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,audio_features,4VZDv8sASBS8UruUBGTFdk,spotify:track:4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/tracks/4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/audio-analysis/4VZDv8sASBS8UruUBGTFdk,266867,4,0
Vision of Love,Mariah Carey,1991,0.256,0.464,5,-10.959,1,0.0382,0.433,0,0.121,0.355,205.362,audio_features,0gLQ6jhJsyYfl7PrD1RZ7X,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,https://api.spotify.com/v1/tracks/0gLQ6jhJsyYfl7PrD1RZ7X,https://api.spotify.com/v1/audio-analysis/0gLQ6jhJsyYfl7PrD1RZ7X,209293,3,0
"Baby, Baby",Amy Grant,1992,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,audio_features,3IDsegNBHC4pjGCOMTQYlU,spotify:track:3IDsegNBHC4pjGCOMTQYlU,https://api.spotify.com/v1/tracks/3IDsegNBHC4pjGCOMTQYlU,https://api.spotify.com/v1/audio-analysis/3IDsegNBHC4pjGCOMTQYlU,236973,4,0
(Everything I Do) I Do It For You,Bryan Adams,1992,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35E-05,0.0618,0.253,131.253,audio_features,6eBK3edMW7bEzecF1eCezc,spotify:track:6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/tracks/6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/audio-analysis/6eBK3edMW7bEzecF1eCezc,394133,4,0
Losing My Religion,R.E.M.,1992,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4,0
Walking in Memphis,Marc Cohn,1992,0.567,0.512,0,-8.831,1,0.0357,0.545,0,0.296,0.334,130.271,audio_features,5fgkjhICZnqFctrV0AyuQD,spotify:track:5fgkjhICZnqFctrV0AyuQD,https://api.spotify.com/v1/tracks/5fgkjhICZnqFctrV0AyuQD,https://api.spotify.com/v1/audio-analysis/5fgkjhICZnqFctrV0AyuQD,252613,4,0
Achy Breaky Heart,Billy Ray Cyrus,1993,0.8,0.563,9,-10.209,1,0.0303,0.051,0,0.0797,0.961,121.808,audio_features,2EoIt9vdgFRNW03u5IvFsQ,spotify:track:2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/tracks/2EoIt9vdgFRNW03u5IvFsQ,https://api.spotify.com/v1/audio-analysis/2EoIt9vdgFRNW03u5IvFsQ,203373,4,0
"Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version",Various Artists,1993,0.241,0.162,8,-14.447,1,0.035,0.78,4.53E-06,0.153,0.183,171.584,audio_features,2rJFFUEl1LURkV0b0OARXx,spotify:track:2rJFFUEl1LURkV0b0OARXx,https://api.spotify.com/v1/tracks/2rJFFUEl1LURkV0b0OARXx,https://api.spotify.com/v1/audio-analysis/2rJFFUEl1LURkV0b0OARXx,166307,4,0
Constant Craving,k.d. lang,1993,0.6,0.654,5,-8.896,0,0.0269,0.0891,2.60E-05,0.131,0.354,128.24,audio_features,5TK55y7SXDt36Fi14WBG8X,spotify:track:5TK55y7SXDt36Fi14WBG8X,https://api.spotify.com/v1/tracks/5TK55y7SXDt36Fi14WBG8X,https://api.spotify.com/v1/audio-analysis/5TK55y7SXDt36Fi14WBG8X,281773,4,0
Save The Best For Last,Vanessa Williams,1993,0.528,0.234,3,-15.784,1,0.0283,0.641,0,0.183,0.191,95.911,audio_features,7okbmgA8lRBGl5limZ7LFM,spotify:track:7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/tracks/7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/audio-analysis/7okbmgA8lRBGl5limZ7LFM,218733,4,0
Harvest Moon,Neil Young,1994,0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,audio_features,5l9c6bJmzvftumhz4TMPgk,spotify:track:5l9c6bJmzvftumhz4TMPgk,https://api.spotify.com/v1/tracks/5l9c6bJmzvftumhz4TMPgk,https://api.spotify.com/v1/audio-analysis/5l9c6bJmzvftumhz4TMPgk,303213,4,0
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1994,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,audio_features,391CwgcBxvUHmEKda2b5In,spotify:track:391CwgcBxvUHmEKda2b5In,https://api.spotify.com/v1/tracks/391CwgcBxvUHmEKda2b5In,https://api.spotify.com/v1/audio-analysis/391CwgcBxvUHmEKda2b5In,316467,4,0
If I Ever Lose My Faith In You,Sting,1994,0.575,0.727,2,-9.539,1,0.0281,0.00952,0.00754,0.054,0.504,97.995,audio_features,05vL56xSoxthM0r7IfcQjo,spotify:track:05vL56xSoxthM0r7IfcQjo,https://api.spotify.com/v1/tracks/05vL56xSoxthM0r7IfcQjo,https://api.spotify.com/v1/audio-analysis/05vL56xSoxthM0r7IfcQjo,270533,4,0
The River of Dreams,Billy Joel,1994,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21E-06,0.0667,0.437,89.646,audio_features,30qVCFYKBtAENjTIBA8FPZ,spotify:track:30qVCFYKBtAENjTIBA8FPZ,https://api.spotify.com/v1/tracks/30qVCFYKBtAENjTIBA8FPZ,https://api.spotify.com/v1/audio-analysis/30qVCFYKBtAENjTIBA8FPZ,247627,4,0
All I Wanna Do,Sheryl Crow,1995,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4,0
"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Various Artists,1995,0.309,0.181,10,-17.022,1,0.0337,0.87,0.000279,0.118,0.146,124.711,audio_features,0EANX0OVKSCcmarY50Xa4p,spotify:track:0EANX0OVKSCcmarY50Xa4p,https://api.spotify.com/v1/tracks/0EANX0OVKSCcmarY50Xa4p,https://api.spotify.com/v1/audio-analysis/0EANX0OVKSCcmarY50Xa4p,241013,4,0
"Circle of Life - From ""The Lion King""/Soundtrack Version",Various Artists,1995,0.3,0.387,10,-15.321,1,0.0331,0.264,0.215,0.106,0.137,160.587,audio_features,5vKkaZHPzuqQheytfKuXzp,spotify:track:5vKkaZHPzuqQheytfKuXzp,https://api.spotify.com/v1/tracks/5vKkaZHPzuqQheytfKuXzp,https://api.spotify.com/v1/audio-analysis/5vKkaZHPzuqQheytfKuXzp,291600,4,0
I Swear,John Michael Montgomery,1995,0.628,0.496,1,-7.103,1,0.0233,0.242,1.20E-05,0.147,0.266,85.523,audio_features,7wIaLkbQzG6HMnE28etnif,spotify:track:7wIaLkbQzG6HMnE28etnif,https://api.spotify.com/v1/tracks/7wIaLkbQzG6HMnE28etnif,https://api.spotify.com/v1/audio-analysis/7wIaLkbQzG6HMnE28etnif,262520,4,0
One Of Us,Joan Osborne,1996,0.316,0.499,9,-7.899,1,0.0298,0.0108,1.81E-05,0.126,0.403,174.782,audio_features,1xNmF1Uep5OGutizZSbKvd,spotify:track:1xNmF1Uep5OGutizZSbKvd,https://api.spotify.com/v1/tracks/1xNmF1Uep5OGutizZSbKvd,https://api.spotify.com/v1/audio-analysis/1xNmF1Uep5OGutizZSbKvd,320467,4,0
I Can Love You Like That,John Michael Montgomery,1996,0.655,0.336,11,-11.049,1,0.0264,0.302,0,0.343,0.203,88.554,audio_features,19lw4C2aW6TYvxqRsek2Kd,spotify:track:19lw4C2aW6TYvxqRsek2Kd,https://api.spotify.com/v1/tracks/19lw4C2aW6TYvxqRsek2Kd,https://api.spotify.com/v1/audio-analysis/19lw4C2aW6TYvxqRsek2Kd,235000,4,0
You Are Not Alone,Michael Jackson,1996,0.651,0.402,11,-9.303,1,0.028,0.639,7.73E-05,0.0765,0.258,119.873,audio_features,3AoeaZs8dFemFJr3JdzOL0,spotify:track:3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0,345600,4,0
You Oughta Know - 2015 Remaster,Alanis Morissette,1996,0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,audio_features,3jS7bB0oXVOwGFZn3aE5NV,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4,0
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,1997,0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,audio_features,28UMiBhn383n9S7GL4tsxD,spotify:track:28UMiBhn383n9S7GL4tsxD,https://api.spotify.com/v1/tracks/28UMiBhn383n9S7GL4tsxD,https://api.spotify.com/v1/audio-analysis/28UMiBhn383n9S7GL4tsxD,273667,4,0
Blue,LeAnn Rimes,1997,0.545,0.452,4,-8.604,1,0.0248,0.595,1.29E-06,0.161,0.297,91.294,audio_features,1g5EcKDECPxeI7kgkvcbxm,spotify:track:1g5EcKDECPxeI7kgkvcbxm,https://api.spotify.com/v1/tracks/1g5EcKDECPxeI7kgkvcbxm,https://api.spotify.com/v1/audio-analysis/1g5EcKDECPxeI7kgkvcbxm,169547,4,0
Give Me One Reason,Tracy Chapman,1997,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58E-06,0.108,0.602,100.22,audio_features,4vDBJeeQCbhP9FaPPMsYkY,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/tracks/4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/audio-analysis/4vDBJeeQCbhP9FaPPMsYkY,268333,4,0
Exhale (Shoop Shoop) - from Waiting to Exhale - Original Soundtrack,Whitney Houston,1997,0.661,0.394,1,-9.032,1,0.0318,0.401,0,0.119,0.107,137.954,audio_features,1X3ypzPnyerpZuMqrDFK29,spotify:track:1X3ypzPnyerpZuMqrDFK29,https://api.spotify.com/v1/tracks/1X3ypzPnyerpZuMqrDFK29,https://api.spotify.com/v1/audio-analysis/1X3ypzPnyerpZuMqrDFK29,204333,4,0
Don't Speak,No Doubt,1998,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78E-05,0.18,0.536,76.039,audio_features,6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS,263560,4,0
How Do I Live,LeAnn Rimes,1998,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,audio_features,7BD50ATrF3Vab5FQy7vtK8,spotify:track:7BD50ATrF3Vab5FQy7vtK8,https://api.spotify.com/v1/tracks/7BD50ATrF3Vab5FQy7vtK8,https://api.spotify.com/v1/audio-analysis/7BD50ATrF3Vab5FQy7vtK8,266973,4,0
I Believe I Can Fly,R. Kelly,1998,0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,audio_features,2RzJwBCXsS1VnjDm2jKKAa,spotify:track:2RzJwBCXsS1VnjDm2jKKAa,https://api.spotify.com/v1/tracks/2RzJwBCXsS1VnjDm2jKKAa,https://api.spotify.com/v1/audio-analysis/2RzJwBCXsS1VnjDm2jKKAa,320667,4,0
Where Have All the Cowboys Gone?,Paula Cole,1998,0.588,0.826,11,-6.182,0,0.0569,0.0351,0,0.454,0.621,129.021,audio_features,2ck13qfgRZ1msyEJlDqzvk,spotify:track:2ck13qfgRZ1msyEJlDqzvk,https://api.spotify.com/v1/tracks/2ck13qfgRZ1msyEJlDqzvk,https://api.spotify.com/v1/audio-analysis/2ck13qfgRZ1msyEJlDqzvk,263653,4,0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Various Artists,1999,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4,0
